indice,atributo,valoracion1,valoracion2,valoracion3,valoracion4,valoracion5
12,Atributo 40,4,1,2,2,1
12,Atributo 41,5,2,2,4,4
12,Atributo 42,4,4,1,3,0
12,Atributo 43,1,1,3,1,0
12,Atributo 44,3,1,4,1,0
12,Atributo 45,3,2,3,0,0
12,Atributo 46,4,4,1,4,0
12,Atributo 47,4,1,2,2,0
12,Atributo 48,2,3,3,0,0
12,Atributo 49,2,1,5,5,2
12,Atributo 50,1,2,3,0,0
12,Atributo 51,3,4,1,3,0
12,Atributo 52,2,1,3,0,0
12,Atributo 53,3,4,5,1,2
12,Atributo 54,5,5,5,2,2
12,Atributo 55,4,3,3,2,4
12,Atributo 56,3,4,3,1,0
12,Atributo 57,2,5,5,1,2
12,Atributo 58,2,4,5,4,3
12,Atributo 59,1,1,1,1,0
12,Atributo 60,3,4,1,2,0
12,Atributo 61,2,2,2,0,0
12,Atributo 62,1,5,1,4,2
12,Atributo 63,2,1,1,1,4
13,Atributo 1,1,3,2,0,0
13,Atributo 2,1,1,2,4,0
13,Atributo 3,4,1,3,3,3
13,Atributo 4,1,1,1,0,0
13,Atributo 5,3,3,1,2,0
13,Atributo 6,3,4,1,2,3
13,Atributo 7,2,1,4,3,5
13,Atributo 8,3,2,2,0,0
13,Atributo 9,3,3,1,0,0
13,Atributo 10,1,1,4,2,0
13,Atributo 11,1,2,4,4,0
13,Atributo 12,4,1,4,2,0
13,Atributo 13,1,5,1,3,2
13,Atributo 14,3,4,2,4,0
13,Atributo 15,2,5,3,1,1
13,Atributo 16,2,3,1,2,3
13,Atributo 17,2,3,1,0,0
13,Atributo 18,1,2,1,0,0
13,Atributo 19,5,5,2,4,3
13,Atributo 20,1,1,2,0,0
13,Atributo 21,5,3,2,1,5
13,Atributo 22,4,3,3,2,0
13,Atributo 23,1,1,2,3,3
13,Atributo 24,3,1,3,0,0
13,Atributo 25,3,3,1,0,0
13,Atributo 26,2,2,2,0,0
13,Atributo 27,1,3,5,3,1
13,Atributo 28,2,1,2,0,0
13,Atributo 29,5,1,5,2,1
13,Atributo 30,2,4,3,4,0
13,Atributo 31,1,3,5,1,2
13,Atributo 32,3,3,1,0,0
13,Atributo 33,3,2,1,0,0
13,Atributo 34,5,1,1,2,3
13,Atributo 35,3,4,1,2,4
13,Atributo 36,2,2,2,2,0
13,Atributo 37,4,2,4,2,0
13,Atributo 38,1,1,2,0,0
13,Atributo 39,5,2,5,4,4
13,Atributo 40,5,2,1,4,3
13,Atributo 41,4,4,1,5,3
13,Atributo 42,2,2,2,1,0
13,Atributo 43,4,3,3,2,0
13,Atributo 44,1,3,3,1,0
13,Atributo 45,3,1,3,0,0
13,Atributo 46,2,1,1,4,0
13,Atributo 47,2,3,3,4,0
13,Atributo 48,3,2,3,0,0
13,Atributo 49,1,1,1,4,3
13,Atributo 50,3,2,1,0,0
13,Atributo 51,4,3,1,2,0
13,Atributo 52,1,1,3,0,0
13,Atributo 53,3,4,3,5,5
13,Atributo 54,4,1,2,5,1
13,Atributo 55,1,5,5,2,3
13,Atributo 56,2,1,3,1,0
13,Atributo 57,1,5,1,4,5
13,Atributo 58,1,2,3,3,3
13,Atributo 59,4,3,3,3,0
13,Atributo 60,4,4,4,1,0
13,Atributo 61,2,3,3,0,0
13,Atributo 62,2,3,4,1,4
13,Atributo 63,2,5,4,5,5
14,Atributo 1,2,3,3,0,0
14,Atributo 2,2,3,2,3,0
14,Atributo 3,2,3,2,1,1
14,Atributo 4,2,3,3,0,0
14,Atributo 5,2,2,3,3,0
14,Atributo 6,3,2,4,5,1
14,Atributo 7,1,3,3,3,5
14,Atributo 8,1,2,2,0,0
14,Atributo 9,3,1,3,0,0
14,Atributo 10,1,1,1,2,0
14,Atributo 11,4,3,3,2,0
14,Atributo 12,2,1,2,2,0
14,Atributo 13,1,5,4,5,3
14,Atributo 14,2,2,3,3,0
14,Atributo 15,4,2,2,4,5
14,Atributo 16,1,4,2,3,4
14,Atributo 17,2,3,2,0,0
14,Atributo 18,1,2,1,0,0
14,Atributo 19,3,4,2,5,1
14,Atributo 20,1,2,1,0,0
14,Atributo 21,3,5,3,5,2
14,Atributo 22,3,4,3,2,0
14,Atributo 23,4,2,5,5,5
14,Atributo 24,2,1,2,0,0
14,Atributo 25,3,2,3,0,0
14,Atributo 26,1,3,3,0,0
14,Atributo 27,2,1,2,5,3
14,Atributo 28,1,3,2,0,0
14,Atributo 29,4,2,5,5,2
14,Atributo 30,2,2,2,4,0
14,Atributo 31,1,3,4,2,2
14,Atributo 32,2,1,1,0,0
14,Atributo 33,2,3,2,0,0
14,Atributo 34,4,5,2,4,1
14,Atributo 35,2,4,3,3,5
14,Atributo 36,2,4,1,3,0
14,Atributo 37,4,2,3,1,0
14,Atributo 38,3,2,2,0,0
14,Atributo 39,3,4,4,3,5
14,Atributo 40,3,3,2,5,3
14,Atributo 41,4,4,2,3,4
14,Atributo 42,3,1,4,3,0
14,Atributo 43,3,2,3,2,0
14,Atributo 44,4,1,1,1,0
14,Atributo 45,3,2,2,0,0
14,Atributo 46,3,1,1,2,0
14,Atributo 47,3,4,3,4,0
14,Atributo 48,1,2,1,0,0
14,Atributo 49,4,4,3,2,2
14,Atributo 50,1,2,2,0,0
14,Atributo 51,1,3,2,2,0
14,Atributo 52,2,1,3,0,0
14,Atributo 53,4,4,3,2,4
14,Atributo 54,3,3,3,3,4
14,Atributo 55,5,4,3,5,3
14,Atributo 56,4,2,4,1,0
14,Atributo 57,5,5,4,2,2
14,Atributo 58,2,3,5,4,2
14,Atributo 59,2,2,3,2,0
14,Atributo 60,2,3,3,4,0
14,Atributo 61,3,1,2,0,0
14,Atributo 62,2,1,2,1,2
14,Atributo 63,5,3,5,4,3
15,Atributo 1,3,3,3,0,0
15,Atributo 2,4,2,3,2,0
15,Atributo 3,4,1,1,5,1
15,Atributo 4,2,1,1,0,0
15,Atributo 5,2,4,1,4,0
15,Atributo 6,3,3,3,4,1
15,Atributo 7,3,4,2,5,4
15,Atributo 8,3,3,1,0,0
15,Atributo 9,2,3,3,0,0
15,Atributo 10,2,3,2,1,0
15,Atributo 11,4,2,1,1,0
15,Atributo 12,3,1,4,1,0
15,Atributo 13,4,3,5,2,4
15,Atributo 14,4,1,4,2,0
15,Atributo 15,2,2,3,5,1
15,Atributo 16,3,5,2,3,1
15,Atributo 17,1,2,2,0,0
15,Atributo 18,2,3,3,0,0
15,Atributo 19,2,3,4,4,4
15,Atributo 20,1,1,1,0,0
15,Atributo 21,4,2,2,2,5
15,Atributo 22,2,3,4,4,0
15,Atributo 23,4,4,1,2,4
15,Atributo 24,2,3,3,0,0
15,Atributo 25,3,2,1,0,0
15,Atributo 26,2,1,2,0,0
15,Atributo 27,5,3,2,5,5
15,Atributo 28,3,1,2,0,0
15,Atributo 29,1,3,1,2,3
15,Atributo 30,2,3,4,4,0
15,Atributo 31,4,5,3,2,1
15,Atributo 32,1,1,1,0,0
15,Atributo 33,1,2,3,0,0
15,Atributo 34,1,3,4,1,1
15,Atributo 35,3,2,5,3,2
15,Atributo 36,1,4,1,1,0
15,Atributo 37,2,1,3,3,0
15,Atributo 38,1,3,3,0,0
15,Atributo 39,4,3,1,4,1
15,Atributo 40,3,5,4,5,5
15,Atributo 41,3,2,5,5,1
15,Atributo 42,4,2,2,2,0
15,Atributo 43,1,2,3,4,0
15,Atributo 44,2,3,4,4,0
15,Atributo 45,1,1,3,0,0
15,Atributo 46,1,3,4,2,0
15,Atributo 47,4,1,1,3,0
15,Atributo 48,3,3,2,0,0
15,Atributo 49,4,2,5,5,1
15,Atributo 50,2,3,3,0,0
15,Atributo 51,3,1,2,3,0
15,Atributo 52,1,2,3,0,0
15,Atributo 53,5,5,3,4,1
15,Atributo 54,3,3,1,4,1
15,Atributo 55,4,3,1,4,4
15,Atributo 56,1,4,2,2,0
15,Atributo 57,3,4,2,2,2
15,Atributo 58,2,1,5,4,1
15,Atributo 59,1,4,2,4,0
15,Atributo 60,1,2,4,2,0
15,Atributo 61,1,1,3,0,0
15,Atributo 62,4,1,1,1,3
15,Atributo 63,4,5,5,2,3
16,Atributo 1,3,3,3,0,0
16,Atributo 2,2,2,1,3,0
16,Atributo 3,4,2,4,2,1
16,Atributo 4,1,2,2,0,0
16,Atributo 5,4,2,1,2,0
16,Atributo 6,4,1,4,4,1
16,Atributo 7,3,1,3,3,4
16,Atributo 8,2,1,2,0,0
16,Atributo 9,3,2,2,0,0
16,Atributo 10,3,1,1,1,0
16,Atributo 11,1,3,3,3,0
16,Atributo 12,3,1,4,4,0
16,Atributo 13,2,5,3,5,2
16,Atributo 14,3,3,1,2,0
16,Atributo 15,4,1,4,4,1
16,Atributo 16,4,5,5,5,1
16,Atributo 17,3,1,3,0,0
16,Atributo 18,2,1,1,0,0
16,Atributo 19,5,3,4,3,3
16,Atributo 20,1,2,1,0,0
16,Atributo 21,3,3,1,2,3
16,Atributo 22,2,4,2,2,0
16,Atributo 23,4,1,5,3,3
16,Atributo 24,2,2,3,0,0
16,Atributo 25,2,1,3,0,0
16,Atributo 26,1,3,2,0,0
16,Atributo 27,1,3,5,5,3
16,Atributo 28,3,1,1,0,0
16,Atributo 29,3,5,2,1,2
16,Atributo 30,4,3,1,1,0
16,Atributo 31,3,1,4,1,1
16,Atributo 32,1,1,3,0,0
16,Atributo 33,3,1,2,0,0
16,Atributo 34,1,3,2,4,2
16,Atributo 35,5,4,3,4,4
16,Atributo 36,4,2,2,1,0
16,Atributo 37,2,4,4,1,0
16,Atributo 38,1,3,2,0,0
16,Atributo 39,5,3,4,1,2
16,Atributo 40,1,1,5,5,5
16,Atributo 41,2,1,2,2,4
16,Atributo 42,2,4,1,1,0
16,Atributo 43,3,3,3,4,0
16,Atributo 44,4,1,3,2,0
16,Atributo 45,2,1,3,0,0
16,Atributo 46,2,2,1,3,0
16,Atributo 47,1,3,2,1,0
16,Atributo 48,2,1,3,0,0
16,Atributo 49,3,5,1,2,3
16,Atributo 50,2,2,1,0,0
16,Atributo 51,1,2,1,1,0
16,Atributo 52,3,2,1,0,0
16,Atributo 53,4,5,5,2,2
16,Atributo 54,2,5,3,3,1
16,Atributo 55,3,5,4,4,3
16,Atributo 56,3,2,1,2,0
16,Atributo 57,2,2,4,1,1
16,Atributo 58,2,5,1,5,4
16,Atributo 59,4,4,1,2,0
16,Atributo 60,1,4,4,4,0
16,Atributo 61,3,1,1,0,0
16,Atributo 62,3,1,2,5,5
16,Atributo 63,3,3,1,4,2
