@relation aa-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute indice {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}
@attribute atributo {'Atributo 1','Atributo 2','Atributo 3','Atributo 4','Atributo 5','Atributo 6','Atributo 7','Atributo 8','Atributo 9','Atributo 10','Atributo 11','Atributo 12','Atributo 13','Atributo 14','Atributo 15','Atributo 16','Atributo 17','Atributo 18','Atributo 19','Atributo 20','Atributo 21','Atributo 22','Atributo 23','Atributo 24','Atributo 25','Atributo 26','Atributo 27','Atributo 28','Atributo 29','Atributo 30','Atributo 31','Atributo 32','Atributo 33','Atributo 34','Atributo 35','Atributo 36','Atributo 37','Atributo 38','Atributo 39','Atributo 40','Atributo 41','Atributo 42','Atributo 43','Atributo 44','Atributo 45','Atributo 46','Atributo 47','Atributo 48','Atributo 49','Atributo 50','Atributo 51','Atributo 52','Atributo 53','Atributo 54','Atributo 55','Atributo 56','Atributo 57','Atributo 58','Atributo 59','Atributo 60','Atributo 61','Atributo 62','Atributo 63','Atributo 64','Atributo 65','Atributo 66','Atributo 67','Atributo 68','Atributo 69','Atributo 70'}
@attribute valoracion1 {1,2,3,4,5}
@attribute valoracion2 {1,2,3,4,5}
@attribute valoracion3 {1,2,3,4,5}
@attribute valoracion4 {0,1,2,3,4,5}
@attribute valoracion5 {0,1,2,3,4,5}

@data
10,'Atributo 1',2,5,2,3,3
10,'Atributo 2',2,2,4,1,0
10,'Atributo 3',3,3,3,3,1
10,'Atributo 4',1,4,3,5,5
10,'Atributo 5',2,1,2,0,0
10,'Atributo 6',2,3,3,0,0
10,'Atributo 7',2,1,1,2,0
10,'Atributo 8',2,4,5,3,3
10,'Atributo 9',1,1,1,0,0
10,'Atributo 10',5,4,1,5,5
10,'Atributo 11',5,2,2,4,4
10,'Atributo 12',3,2,2,3,1
10,'Atributo 13',2,1,1,0,0
10,'Atributo 14',4,1,1,4,0
10,'Atributo 15',1,3,3,4,0
10,'Atributo 16',2,1,4,4,0
10,'Atributo 17',2,2,1,2,5
10,'Atributo 18',4,5,4,1,1
10,'Atributo 19',3,1,2,0,0
10,'Atributo 20',1,2,2,0,0
10,'Atributo 21',5,3,5,3,5
10,'Atributo 22',2,2,3,2,1
10,'Atributo 23',4,2,2,1,3
10,'Atributo 24',3,4,2,1,5
10,'Atributo 25',1,1,2,0,0
10,'Atributo 26',2,1,2,0,0
10,'Atributo 27',3,3,1,0,0
10,'Atributo 28',1,1,1,0,0
10,'Atributo 29',1,1,3,1,0
10,'Atributo 30',1,3,1,1,0
10,'Atributo 31',2,1,3,1,0
10,'Atributo 32',1,4,5,3,3
10,'Atributo 33',4,5,1,4,1
10,'Atributo 34',1,2,2,0,0
10,'Atributo 35',2,3,4,1,0
10,'Atributo 36',2,1,3,0,0
10,'Atributo 37',4,3,5,2,2
10,'Atributo 38',3,5,3,5,4
10,'Atributo 39',2,1,2,0,0
10,'Atributo 40',2,5,5,3,1
10,'Atributo 41',1,2,2,0,0
10,'Atributo 42',2,2,4,4,0
10,'Atributo 43',3,1,2,0,0
10,'Atributo 44',3,5,1,4,5
10,'Atributo 45',2,1,1,0,0
10,'Atributo 46',3,3,2,3,2
10,'Atributo 47',3,3,1,0,0
10,'Atributo 48',2,1,1,0,0
10,'Atributo 49',3,4,4,3,5
10,'Atributo 50',1,2,2,3,0
10,'Atributo 51',3,3,3,0,0
10,'Atributo 52',3,2,1,5,3
10,'Atributo 53',4,2,2,1,0
10,'Atributo 54',4,4,3,5,4
10,'Atributo 55',5,2,5,3,2
10,'Atributo 56',1,2,2,0,0
10,'Atributo 57',4,4,1,2,0
10,'Atributo 58',4,5,3,3,1
10,'Atributo 59',2,4,3,4,0
10,'Atributo 60',1,5,1,5,1
10,'Atributo 61',3,1,5,5,3
10,'Atributo 62',2,2,3,0,0
10,'Atributo 63',4,1,1,3,0
10,'Atributo 64',3,3,1,0,0
10,'Atributo 65',3,2,2,0,0
10,'Atributo 66',5,4,3,2,4
10,'Atributo 67',1,4,4,3,0
10,'Atributo 68',2,2,3,0,0
10,'Atributo 69',4,2,3,4,0
10,'Atributo 70',3,5,1,3,2
11,'Atributo 1',3,4,3,1,2
11,'Atributo 2',3,1,2,3,0
11,'Atributo 3',2,1,4,4,4
11,'Atributo 4',2,2,3,3,4
11,'Atributo 5',1,2,1,0,0
11,'Atributo 6',3,3,3,0,0
11,'Atributo 7',3,2,3,1,0
11,'Atributo 8',2,2,4,1,4
11,'Atributo 9',3,2,2,0,0
11,'Atributo 10',4,3,2,4,1
11,'Atributo 11',1,3,1,5,1
11,'Atributo 12',3,3,2,1,3
11,'Atributo 13',1,2,2,0,0
11,'Atributo 14',2,1,2,4,0
11,'Atributo 15',3,1,3,1,0
11,'Atributo 16',1,2,2,4,0
11,'Atributo 17',1,5,3,5,5
11,'Atributo 18',2,4,2,4,3
11,'Atributo 19',3,2,3,0,0
11,'Atributo 20',1,3,3,0,0
11,'Atributo 21',1,3,3,5,2
11,'Atributo 22',1,3,5,2,3
11,'Atributo 23',3,5,2,2,5
11,'Atributo 24',3,5,4,1,3
11,'Atributo 25',3,2,2,0,0
11,'Atributo 26',2,3,2,0,0
11,'Atributo 27',3,1,3,0,0
11,'Atributo 28',3,3,3,0,0
11,'Atributo 29',4,2,2,1,0
11,'Atributo 30',2,1,3,3,0
11,'Atributo 31',4,2,2,2,0
11,'Atributo 32',1,4,4,5,1
11,'Atributo 33',5,4,2,1,2
11,'Atributo 34',3,2,2,0,0
11,'Atributo 35',2,4,3,1,0
11,'Atributo 36',3,3,2,0,0
11,'Atributo 37',3,2,2,3,2
11,'Atributo 38',4,5,3,3,2
11,'Atributo 39',1,2,1,0,0
11,'Atributo 40',1,1,3,4,1
11,'Atributo 41',2,1,1,0,0
11,'Atributo 42',1,1,1,1,0
11,'Atributo 43',1,3,1,0,0
11,'Atributo 44',5,2,5,2,2
11,'Atributo 45',1,2,2,0,0
11,'Atributo 46',1,3,5,3,2
11,'Atributo 47',3,3,2,0,0
11,'Atributo 48',3,3,3,0,0
11,'Atributo 49',4,2,4,3,4
11,'Atributo 50',2,2,3,1,0
11,'Atributo 51',2,2,2,0,0
11,'Atributo 52',2,3,4,3,2
11,'Atributo 53',1,1,2,3,0
11,'Atributo 54',1,5,3,3,3
11,'Atributo 55',2,1,4,5,5
11,'Atributo 56',2,2,2,0,0
11,'Atributo 57',2,2,4,2,0
11,'Atributo 58',5,1,2,4,4
11,'Atributo 59',2,3,2,1,0
11,'Atributo 60',2,3,5,3,1
11,'Atributo 61',2,5,2,3,2
11,'Atributo 62',2,2,2,0,0
11,'Atributo 63',4,3,2,2,0
11,'Atributo 64',1,1,1,0,0
11,'Atributo 65',1,1,2,0,0
11,'Atributo 66',1,3,3,5,2
11,'Atributo 67',4,3,3,2,0
11,'Atributo 68',3,3,2,0,0
11,'Atributo 69',3,4,3,4,0
11,'Atributo 70',2,4,4,3,4
12,'Atributo 1',3,4,3,3,4
12,'Atributo 2',2,1,4,3,0
12,'Atributo 3',4,1,4,3,4
12,'Atributo 4',2,2,2,2,4
12,'Atributo 5',1,2,1,0,0
12,'Atributo 6',2,3,3,0,0
12,'Atributo 7',3,2,3,1,0
12,'Atributo 8',3,2,5,2,4
12,'Atributo 9',2,3,2,0,0
12,'Atributo 10',4,3,2,3,1
12,'Atributo 11',3,1,3,2,2
12,'Atributo 12',3,5,2,1,4
12,'Atributo 13',1,1,3,0,0
12,'Atributo 14',3,2,2,1,0
12,'Atributo 15',3,1,3,1,0
12,'Atributo 16',1,2,4,4,0
12,'Atributo 17',2,3,4,5,5
12,'Atributo 18',4,4,4,3,3
12,'Atributo 19',3,2,3,0,0
12,'Atributo 20',2,2,2,0,0
12,'Atributo 21',1,3,5,4,1
12,'Atributo 22',1,3,5,2,1
12,'Atributo 23',3,3,3,1,5
12,'Atributo 24',3,3,4,1,1
12,'Atributo 25',3,2,3,0,0
12,'Atributo 26',1,1,2,0,0
12,'Atributo 27',1,3,3,0,0
12,'Atributo 28',2,2,3,0,0
12,'Atributo 29',4,4,2,1,0
12,'Atributo 30',2,1,3,3,0
12,'Atributo 31',4,2,1,2,0
12,'Atributo 32',2,5,4,2,1
12,'Atributo 33',5,1,2,1,2
12,'Atributo 34',3,3,2,0,0
12,'Atributo 35',2,2,4,2,0
12,'Atributo 36',1,3,2,0,0
12,'Atributo 37',3,1,2,4,2
12,'Atributo 38',4,2,1,3,2
12,'Atributo 39',1,3,1,0,0
12,'Atributo 40',1,5,3,1,1
12,'Atributo 41',2,1,1,0,0
12,'Atributo 42',3,4,3,1,0
12,'Atributo 43',2,1,3,0,0
12,'Atributo 44',1,1,3,2,1
12,'Atributo 45',2,1,2,0,0
12,'Atributo 46',4,3,1,2,2
12,'Atributo 47',2,1,2,0,0
12,'Atributo 48',2,3,1,0,0
12,'Atributo 49',3,2,4,1,4
12,'Atributo 50',2,1,3,1,0
12,'Atributo 51',2,3,2,0,0
12,'Atributo 52',3,3,4,1,2
12,'Atributo 53',3,1,4,1,0
12,'Atributo 54',1,5,3,4,3
12,'Atributo 55',2,4,1,5,2
12,'Atributo 56',2,2,2,0,0
12,'Atributo 57',4,2,1,1,0
12,'Atributo 58',1,2,2,4,2
12,'Atributo 59',2,2,4,3,0
12,'Atributo 60',2,2,5,3,1
12,'Atributo 61',3,1,2,5,2
12,'Atributo 62',2,2,2,0,0
12,'Atributo 63',4,3,3,2,0
12,'Atributo 64',1,3,1,0,0
12,'Atributo 65',1,1,2,0,0
12,'Atributo 66',1,1,3,5,2
12,'Atributo 67',3,4,1,1,0
12,'Atributo 68',3,3,3,0,0
12,'Atributo 69',2,4,3,4,0
12,'Atributo 70',2,4,2,3,4
13,'Atributo 1',5,3,4,4,1
13,'Atributo 2',3,3,3,4,0
13,'Atributo 3',1,3,4,4,3
13,'Atributo 4',1,5,4,3,4
13,'Atributo 5',3,3,2,0,0
13,'Atributo 6',2,1,1,0,0
13,'Atributo 7',4,2,1,4,0
13,'Atributo 8',3,4,4,1,5
13,'Atributo 9',1,1,2,0,0
13,'Atributo 10',5,2,4,5,1
13,'Atributo 11',4,1,5,3,5
13,'Atributo 12',3,2,3,5,1
13,'Atributo 13',3,1,3,0,0
13,'Atributo 14',1,1,3,3,0
13,'Atributo 15',3,3,1,1,0
13,'Atributo 16',2,3,2,2,0
13,'Atributo 17',3,5,2,5,5
13,'Atributo 18',3,3,4,5,4
13,'Atributo 19',2,2,3,0,0
13,'Atributo 20',2,2,2,0,0
13,'Atributo 21',3,1,2,3,1
13,'Atributo 22',1,4,2,5,5
13,'Atributo 23',4,5,1,5,2
13,'Atributo 24',2,3,2,3,3
13,'Atributo 25',3,1,3,0,0
13,'Atributo 26',1,2,3,0,0
13,'Atributo 27',1,1,3,0,0
13,'Atributo 28',1,1,3,0,0
13,'Atributo 29',1,2,3,3,0
13,'Atributo 30',1,4,2,1,0
13,'Atributo 31',1,4,1,4,0
13,'Atributo 32',2,3,2,5,4
13,'Atributo 33',2,1,2,4,5
13,'Atributo 34',3,1,2,0,0
13,'Atributo 35',4,3,2,3,0
13,'Atributo 36',1,2,3,0,0
13,'Atributo 37',5,4,2,4,5
13,'Atributo 38',4,2,3,3,4
13,'Atributo 39',3,1,3,0,0
13,'Atributo 40',3,2,3,5,1
13,'Atributo 41',2,1,1,0,0
13,'Atributo 42',2,1,2,2,0
13,'Atributo 43',2,1,1,0,0
13,'Atributo 44',3,1,5,4,4
13,'Atributo 45',1,3,3,0,0
13,'Atributo 46',4,4,1,1,1
13,'Atributo 47',1,1,3,0,0
13,'Atributo 48',1,1,2,0,0
13,'Atributo 49',4,1,5,5,3
13,'Atributo 50',4,1,4,1,0
13,'Atributo 51',3,3,3,0,0
13,'Atributo 52',1,2,5,5,5
13,'Atributo 53',3,4,4,1,0
13,'Atributo 54',2,2,3,2,5
13,'Atributo 55',4,5,2,5,3
13,'Atributo 56',3,2,1,0,0
13,'Atributo 57',3,3,4,4,0
13,'Atributo 58',2,1,3,4,4
13,'Atributo 59',3,4,2,1,0
13,'Atributo 60',1,3,2,2,1
13,'Atributo 61',3,1,3,5,5
13,'Atributo 62',2,2,3,0,0
13,'Atributo 63',2,3,4,1,0
13,'Atributo 64',3,1,2,0,0
13,'Atributo 65',1,1,1,0,0
13,'Atributo 66',1,1,5,1,3
13,'Atributo 67',2,3,4,3,0
13,'Atributo 68',3,3,3,0,0
13,'Atributo 69',1,2,3,4,0
13,'Atributo 70',3,4,2,4,3
14,'Atributo 1',4,4,4,4,1
14,'Atributo 2',4,4,1,3,0
14,'Atributo 3',5,4,2,1,5
14,'Atributo 4',2,2,4,1,2
14,'Atributo 5',1,3,1,0,0
14,'Atributo 6',1,3,1,0,0
14,'Atributo 7',2,2,3,2,0
14,'Atributo 8',4,2,2,5,5
14,'Atributo 9',1,1,1,0,0
14,'Atributo 10',5,3,3,2,2
14,'Atributo 11',2,4,3,1,4
14,'Atributo 12',4,5,1,3,3
14,'Atributo 13',1,2,1,0,0
14,'Atributo 14',3,2,2,2,0
14,'Atributo 15',4,3,4,3,0
14,'Atributo 16',2,1,2,2,0
14,'Atributo 17',5,3,5,3,5
14,'Atributo 18',3,1,2,5,4
14,'Atributo 19',3,3,1,0,0
14,'Atributo 20',3,3,3,0,0
14,'Atributo 21',1,1,1,2,4
14,'Atributo 22',2,4,3,2,3
14,'Atributo 23',5,5,2,3,4
14,'Atributo 24',3,4,2,5,1
14,'Atributo 25',1,2,1,0,0
14,'Atributo 26',2,1,2,0,0
14,'Atributo 27',1,3,2,0,0
14,'Atributo 28',2,3,2,0,0
14,'Atributo 29',3,4,4,2,0
14,'Atributo 30',4,4,1,2,0
14,'Atributo 31',2,3,1,2,0
14,'Atributo 32',2,2,4,3,5
14,'Atributo 33',3,5,1,3,5
14,'Atributo 34',3,1,3,0,0
14,'Atributo 35',4,3,4,2,0
14,'Atributo 36',1,1,2,0,0
14,'Atributo 37',3,1,1,5,2
14,'Atributo 38',3,1,5,2,5
14,'Atributo 39',2,3,2,0,0
14,'Atributo 40',1,2,1,2,4
14,'Atributo 41',3,2,3,0,0
14,'Atributo 42',4,3,1,3,0
14,'Atributo 43',1,1,1,0,0
14,'Atributo 44',4,2,1,4,4
14,'Atributo 45',3,1,1,0,0
14,'Atributo 46',5,2,1,1,5
14,'Atributo 47',2,3,3,0,0
14,'Atributo 48',1,2,3,0,0
14,'Atributo 49',5,2,3,5,4
14,'Atributo 50',2,1,3,2,0
14,'Atributo 51',2,1,3,0,0
14,'Atributo 52',4,5,2,2,5
14,'Atributo 53',1,4,1,2,0
14,'Atributo 54',5,3,5,3,3
14,'Atributo 55',4,3,1,1,1
14,'Atributo 56',1,2,2,0,0
14,'Atributo 57',3,2,3,4,0
14,'Atributo 58',4,4,4,5,4
14,'Atributo 59',4,4,1,3,0
14,'Atributo 60',1,1,3,3,5
14,'Atributo 61',2,2,4,5,4
14,'Atributo 62',3,3,2,0,0
14,'Atributo 63',4,1,2,3,0
14,'Atributo 64',2,3,1,0,0
14,'Atributo 65',3,3,1,0,0
14,'Atributo 66',4,1,5,3,1
14,'Atributo 67',4,4,3,3,0
14,'Atributo 68',3,3,3,0,0
14,'Atributo 69',2,1,1,1,0
14,'Atributo 70',1,5,5,1,3
15,'Atributo 1',3,4,3,1,3
15,'Atributo 2',4,1,2,3,0
15,'Atributo 3',2,5,3,2,5
15,'Atributo 4',3,1,4,1,2
15,'Atributo 5',2,1,2,0,0
15,'Atributo 6',2,2,1,0,0
15,'Atributo 7',1,3,2,3,0
15,'Atributo 8',4,2,4,1,3
15,'Atributo 9',2,2,1,0,0
15,'Atributo 10',4,4,4,5,3
15,'Atributo 11',4,1,2,2,2
15,'Atributo 12',2,4,4,4,5
15,'Atributo 13',1,3,3,0,0
15,'Atributo 14',3,3,2,2,0
15,'Atributo 15',3,3,1,1,0
15,'Atributo 16',1,1,3,2,0
15,'Atributo 17',4,1,4,4,3
15,'Atributo 18',2,5,2,5,4
15,'Atributo 19',2,1,3,0,0
15,'Atributo 20',1,3,1,0,0
15,'Atributo 21',1,5,5,4,3
15,'Atributo 22',1,2,2,4,2
15,'Atributo 23',2,5,5,3,3
15,'Atributo 24',4,3,1,5,1
15,'Atributo 25',1,3,1,0,0
15,'Atributo 26',1,1,1,0,0
15,'Atributo 27',3,1,2,0,0
15,'Atributo 28',3,3,1,0,0
15,'Atributo 29',3,2,4,3,0
15,'Atributo 30',1,2,2,2,0
15,'Atributo 31',4,3,1,3,0
15,'Atributo 32',4,4,4,5,1
15,'Atributo 33',3,1,2,1,3
15,'Atributo 34',1,3,2,0,0
15,'Atributo 35',2,1,1,4,0
15,'Atributo 36',1,1,3,0,0
15,'Atributo 37',1,5,4,3,3
15,'Atributo 38',5,3,5,2,2
15,'Atributo 39',3,3,1,0,0
15,'Atributo 40',1,2,5,3,5
15,'Atributo 41',2,3,1,0,0
15,'Atributo 42',3,2,3,2,0
15,'Atributo 43',3,3,1,0,0
15,'Atributo 44',1,1,5,2,3
15,'Atributo 45',1,2,1,0,0
15,'Atributo 46',3,2,3,1,1
15,'Atributo 47',3,2,3,0,0
15,'Atributo 48',2,2,1,0,0
15,'Atributo 49',4,2,4,1,4
15,'Atributo 50',3,4,3,3,0
15,'Atributo 51',1,1,3,0,0
15,'Atributo 52',2,1,4,1,2
15,'Atributo 53',2,1,2,3,0
15,'Atributo 54',1,3,3,4,4
15,'Atributo 55',5,1,1,3,5
15,'Atributo 56',1,1,1,0,0
15,'Atributo 57',1,2,3,3,0
15,'Atributo 58',4,3,2,4,3
15,'Atributo 59',4,4,4,4,0
15,'Atributo 60',1,4,5,3,4
15,'Atributo 61',1,1,2,1,4
15,'Atributo 62',2,3,3,0,0
15,'Atributo 63',1,3,2,4,0
15,'Atributo 64',2,1,1,0,0
15,'Atributo 65',1,3,1,0,0
15,'Atributo 66',1,2,5,4,2
15,'Atributo 67',4,1,2,4,0
15,'Atributo 68',1,2,2,0,0
15,'Atributo 69',2,2,3,2,0
15,'Atributo 70',3,2,5,3,2
16,'Atributo 1',3,1,1,3,1
16,'Atributo 2',1,1,2,2,0
16,'Atributo 3',5,4,2,1,2
16,'Atributo 4',3,2,4,3,3
16,'Atributo 5',1,1,3,0,0
16,'Atributo 6',2,3,3,0,0
16,'Atributo 7',4,4,4,3,0
16,'Atributo 8',5,1,3,2,1
16,'Atributo 9',1,3,2,0,0
16,'Atributo 10',3,4,5,1,5
16,'Atributo 11',1,2,3,3,3
16,'Atributo 12',4,2,1,5,1
16,'Atributo 13',3,2,1,0,0
16,'Atributo 14',4,1,2,1,0
16,'Atributo 15',1,2,2,4,0
16,'Atributo 16',1,3,4,2,0
16,'Atributo 17',2,3,3,5,5
16,'Atributo 18',5,2,1,4,4
16,'Atributo 19',1,2,3,0,0
16,'Atributo 20',3,3,1,0,0
16,'Atributo 21',4,3,2,2,2
16,'Atributo 22',5,4,5,1,5
16,'Atributo 23',3,1,4,2,2
16,'Atributo 24',5,1,1,5,1
16,'Atributo 25',1,3,1,0,0
16,'Atributo 26',3,3,2,0,0
16,'Atributo 27',3,2,2,0,0
16,'Atributo 28',1,3,1,0,0
16,'Atributo 29',2,1,3,4,0
16,'Atributo 30',1,1,2,1,0
16,'Atributo 31',1,2,2,2,0
16,'Atributo 32',2,1,4,2,5
16,'Atributo 33',5,2,3,5,3
16,'Atributo 34',2,1,2,0,0
16,'Atributo 35',4,4,1,3,0
16,'Atributo 36',1,1,1,0,0
16,'Atributo 37',5,3,3,3,3
16,'Atributo 38',1,4,1,1,3
16,'Atributo 39',2,3,3,0,0
16,'Atributo 40',2,4,4,5,4
16,'Atributo 41',3,2,3,0,0
16,'Atributo 42',4,3,4,1,0
16,'Atributo 43',3,2,3,0,0
16,'Atributo 44',1,2,3,5,5
16,'Atributo 45',1,2,2,0,0
16,'Atributo 46',4,2,1,2,3
16,'Atributo 47',2,2,1,0,0
16,'Atributo 48',2,3,2,0,0
16,'Atributo 49',4,1,3,4,3
16,'Atributo 50',4,2,1,3,0
16,'Atributo 51',1,3,1,0,0
16,'Atributo 52',4,4,4,5,2
16,'Atributo 53',3,2,1,4,0
16,'Atributo 54',5,5,1,5,2
16,'Atributo 55',3,3,1,2,5
16,'Atributo 56',1,3,2,0,0
16,'Atributo 57',1,3,4,3,0
16,'Atributo 58',2,1,2,2,1
16,'Atributo 59',4,1,4,4,0
16,'Atributo 60',5,4,1,3,3
16,'Atributo 61',4,4,3,2,5
16,'Atributo 62',1,1,1,0,0
16,'Atributo 63',1,3,4,1,0
16,'Atributo 64',3,3,2,0,0
16,'Atributo 65',3,2,2,0,0
16,'Atributo 66',3,5,4,5,2
16,'Atributo 67',4,3,4,2,0
16,'Atributo 68',2,3,3,0,0
16,'Atributo 69',2,4,3,2,0
16,'Atributo 70',3,1,4,1,1
